Model,Purchasing Year,Post ODO,Warranty Type,Symptom Code,Damage Code,Related Parts,Related Parts Quantity,Repair Location,Estimated Amount,Labor Hours,Sublet Code,Sublet Amount,Prior ODO,Authorized By,Dealer Code,Warrenty Status,ReasonCode,Generation Logic
MAZDA3_SEDAN,2013,26803,K,33,8W,"['H01', 'B01']","[1, 2]",['W01'],1119.66,4.3,"['F1', '']",471.37,26408,C,D001,R,BRV,"MAZDA3_SEDAN purchased in 2013; 33 leads to 8W; ['H01', 'B01'] used in ['W01']; ODO 26408->26803 logically increases"
MAZDA_MX_5_MIATA_RF,2022,98726,A,55,8Z,"['T01', 'S01']","[2, 1]","['H01', 'F02']",1593.05,5.4,['A1'],154.75,98243,W,D053,A,ACP,"MAZDA_MX_5_MIATA_RF purchased in 2022; 55 leads to 8Z; ['T01', 'S01'] used in ['H01', 'F02']; ODO 98243->98726 logically increases"
MAZDA_CX_90,2024,58654,P,55,8Z,['E01'],[1],['F01'],79.71,1.3,"['B5', 'C1']",134.49,58528,T,D139,R,PGM,MAZDA_CX_90 purchased in 2024; 55 leads to 8Z; ['E01'] used in ['F01']; ODO 58528->58654 logically increases
MAZDA3_HATCHBACK,2009,145885,R,57,8W,"['S01', 'L01']","[2, 2]","['F02', 'H05']",849.26,2.2,['F1'],353.02,145501,C,D054,A,ACP,"MAZDA3_HATCHBACK purchased in 2009; 57 leads to 8W; ['S01', 'L01'] used in ['F02', 'H05']; ODO 145501->145885 logically increases"
MAZDA_MX_5_MIATA_RF,2021,129453,P,24,9E,"['B01', 'L01']","[1, 1]",['F01'],1671.02,2.2,"['K1', 'A1']",395,129038,C,D116,R,DSA,"MAZDA_MX_5_MIATA_RF purchased in 2021; 24 leads to 9E; ['B01', 'L01'] used in ['F01']; ODO 129038->129453 logically increases"
MAZDA_CX_30,2019,88623,A,82,9C,"['E02', 'S01']","[1, 1]","['F02', 'N01']",1636.37,9,['E9'],240.95,88356,C,D021,A,ACP,"MAZDA_CX_30 purchased in 2019; 82 leads to 9C; ['E02', 'S01'] used in ['F02', 'N01']; ODO 88356->88623 logically increases"
MAZDA_CX_90_PHEV,2025,77292,K,61,81,['B01'],[2],['F02'],187.1,9.6,['A1'],264.2,76939,T,D018,A,ACP,MAZDA_CX_90_PHEV purchased in 2025; 61 leads to 81; ['B01'] used in ['F02']; ODO 76939->77292 logically increases
MAZDA_CX_70,2024,97652,A,39,9D,"['B01', 'T01']","[1, 1]",['F01'],1606.24,0.6,['K1'],344.72,97234,T,D074,A,ACP,"MAZDA_CX_70 purchased in 2024; 39 leads to 9D; ['B01', 'T01'] used in ['F01']; ODO 97234->97652 logically increases"
MAZDA3_SEDAN,2018,82316,R,05,9F,['L01'],[1],"['H05', 'N01']",1698.51,3.7,['C1'],110.58,82249,C,D026,R,SUB,"MAZDA3_SEDAN purchased in 2018; 05 leads to 9F; ['L01'] used in ['H05', 'N01']; ODO 82249->82316 logically increases"
MAZDA_CX_5,2020,26777,R,43,9C,['B01'],[1],['H01'],305.86,9.9,['B5'],359.46,26441,W,D149,R,NPF,MAZDA_CX_5 purchased in 2020; 43 leads to 9C; ['B01'] used in ['H01']; ODO 26441->26777 logically increases
MAZDA_CX_70_PHEV,2024,85340,P,90,9D,"['S01', 'T01']","[2, 2]",['H01'],355.57,2.5,"['', 'C1']",0,84946,T,D046,A,ACP,"MAZDA_CX_70_PHEV purchased in 2024; 90 leads to 9D; ['S01', 'T01'] used in ['H01']; ODO 84946->85340 logically increases"
MAZDA_CX_5,2018,119377,P,89,9C,['E01'],[2],['P01'],1975.77,5.4,"['F1', 'B5']",132.29,119266,W,D072,A,ACP,MAZDA_CX_5 purchased in 2018; 89 leads to 9C; ['E01'] used in ['P01']; ODO 119266->119377 logically increases
MAZDA_CX_50_HYBRID,2025,36777,K,99,8Z,"['E01', 'H01']","[1, 2]",['F01'],232.17,8.7,['F1'],341.12,36384,W,D143,A,ACP,"MAZDA_CX_50_HYBRID purchased in 2025; 99 leads to 8Z; ['E01', 'H01'] used in ['F01']; ODO 36384->36777 logically increases"
MAZDA_CX_30,2024,32827,A,50,9E,['L01'],[2],['W01'],2444.26,0.8,[''],0,32385,T,D050,R,TML,MAZDA_CX_30 purchased in 2024; 50 leads to 9E; ['L01'] used in ['W01']; ODO 32385->32827 logically increases
MAZDA_CX_90_PHEV,2023,81268,K,47,9A,['B01'],[2],"['F02', 'W01']",629.22,7.7,['B5'],163.32,81081,W,D041,A,ACP,"MAZDA_CX_90_PHEV purchased in 2023; 47 leads to 9A; ['B01'] used in ['F02', 'W01']; ODO 81081->81268 logically increases"
MAZDA_CX_50,2025,54427,R,21,9A,['L01'],[1],"['H05', 'P01']",1550.29,8.8,['K1'],481.12,54071,C,D052,A,ACP,"MAZDA_CX_50 purchased in 2025; 21 leads to 9A; ['L01'] used in ['H05', 'P01']; ODO 54071->54427 logically increases"
MAZDA_MX_5_MIATA_RF,2021,99857,P,24,9B,"['E02', 'H01']","[1, 1]",['F02'],1044.64,3.5,[''],0,99671,T,D044,A,ACP,"MAZDA_MX_5_MIATA_RF purchased in 2021; 24 leads to 9B; ['E02', 'H01'] used in ['F02']; ODO 99671->99857 logically increases"
MAZDA_CX_5,2017,11899,P,82,9D,['E02'],[2],['H01'],2148.94,3.1,['K1'],235.99,11773,W,D131,A,ACP,MAZDA_CX_5 purchased in 2017; 82 leads to 9D; ['E02'] used in ['H01']; ODO 11773->11899 logically increases
MAZDA_CX_90,2023,11935,P,68,9F,"['B01', 'S01']","[1, 2]",['W01'],1128.47,4.1,['B5'],182.29,11546,T,D115,A,ACP,"MAZDA_CX_90 purchased in 2023; 68 leads to 9F; ['B01', 'S01'] used in ['W01']; ODO 11546->11935 logically increases"
MAZDA_CX_30,2021,129936,P,89,9A,"['H01', 'L01']","[2, 1]",['H01'],974.87,5,['F1'],497.63,129837,C,D116,A,ACP,"MAZDA_CX_30 purchased in 2021; 89 leads to 9A; ['H01', 'L01'] used in ['H01']; ODO 129837->129936 logically increases"
MAZDA_MX_5_MIATA,1993,12214,A,74,8W,"['H01', 'B01']","[2, 2]","['F01', 'W01']",1040.12,3.4,"['E9', 'A1']",290.72,11752,T,D041,A,ACP,"MAZDA_MX_5_MIATA purchased in 1993; 74 leads to 8W; ['H01', 'B01'] used in ['F01', 'W01']; ODO 11752->12214 logically increases"
MAZDA_CX_50_HYBRID,2025,30522,R,88,81,"['E02', 'H01']","[1, 2]","['W01', 'P01']",1555.98,3.2,['A1'],204.65,30317,C,D049,R,ATH,"MAZDA_CX_50_HYBRID purchased in 2025; 88 leads to 81; ['E02', 'H01'] used in ['W01', 'P01']; ODO 30317->30522 logically increases"
MAZDA_CX_90_PHEV,2025,108007,K,58,9D,['T01'],[2],['P01'],1060.29,1.9,"['', 'E9']",0,107787,W,D136,A,ACP,MAZDA_CX_90_PHEV purchased in 2025; 58 leads to 9D; ['T01'] used in ['P01']; ODO 107787->108007 logically increases
MAZDA_CX_50_HYBRID,2025,47006,R,84,9D,"['E01', 'E02']","[2, 1]",['F01'],331.42,3.4,"['D1', '']",159.49,46793,C,D086,A,ACP,"MAZDA_CX_50_HYBRID purchased in 2025; 84 leads to 9D; ['E01', 'E02'] used in ['F01']; ODO 46793->47006 logically increases"
MAZDA3_HATCHBACK,2024,65171,K,97,9B,"['T01', 'L01']","[1, 1]",['H05'],498.56,4.1,"['F1', 'K1']",264.66,65028,C,D081,R,PGM,"MAZDA3_HATCHBACK purchased in 2024; 97 leads to 9B; ['T01', 'L01'] used in ['H05']; ODO 65028->65171 logically increases"
MAZDA_CX_90,2025,92802,R,81,8Z,"['E02', 'E01']","[1, 1]",['F01'],339.91,6.2,"['E9', 'F1']",266.35,92348,C,D134,R,DOC,"MAZDA_CX_90 purchased in 2025; 81 leads to 8Z; ['E02', 'E01'] used in ['F01']; ODO 92348->92802 logically increases"
MAZDA_CX_50_HYBRID,2025,17710,R,01,9B,['E02'],[2],['F01'],92.9,2.3,"['K1', 'C1']",451.72,17660,W,D016,R,APL,MAZDA_CX_50_HYBRID purchased in 2025; 01 leads to 9B; ['E02'] used in ['F01']; ODO 17660->17710 logically increases
MAZDA_CX_5,2025,100805,A,04,8Z,"['B01', 'E01']","[2, 1]","['P01', 'F02']",525.8,3.8,"['F1', 'E9']",76.81,100468,T,D036,R,MSC,"MAZDA_CX_5 purchased in 2025; 04 leads to 8Z; ['B01', 'E01'] used in ['P01', 'F02']; ODO 100468->100805 logically increases"
MAZDA_CX_50,2025,80270,P,31,9D,['L01'],[1],['H01'],2358.44,6.8,"['', 'E9']",0,79794,C,D033,A,ACP,MAZDA_CX_50 purchased in 2025; 31 leads to 9D; ['L01'] used in ['H01']; ODO 79794->80270 logically increases
MAZDA_CX_50_HYBRID,2025,48092,P,04,9A,"['B01', 'E02']","[2, 2]",['N01'],617.97,8.9,[''],0,47917,W,D127,R,MSC,"MAZDA_CX_50_HYBRID purchased in 2025; 04 leads to 9A; ['B01', 'E02'] used in ['N01']; ODO 47917->48092 logically increases"
MAZDA_MX_5_MIATA,2017,141327,P,17,9E,"['E01', 'E02']","[1, 2]","['F01', 'F02']",1181.94,8.8,['C1'],452.42,140941,W,D094,R,SUB,"MAZDA_MX_5_MIATA purchased in 2017; 17 leads to 9E; ['E01', 'E02'] used in ['F01', 'F02']; ODO 140941->141327 logically increases"
MAZDA3_HATCHBACK,2016,124639,K,89,9B,"['E01', 'L01']","[2, 1]",['H05'],1466.52,1.8,"['E9', 'B5']",482.77,124204,C,D139,R,DOC,"MAZDA3_HATCHBACK purchased in 2016; 89 leads to 9B; ['E01', 'L01'] used in ['H05']; ODO 124204->124639 logically increases"
MAZDA_CX_70_PHEV,2024,13285,P,41,9C,['B01'],[1],['F01'],2376.95,5.8,"['', 'B5']",0,12819,C,D101,R,LOP,MAZDA_CX_70_PHEV purchased in 2024; 41 leads to 9C; ['B01'] used in ['F01']; ODO 12819->13285 logically increases
MAZDA_CX_70_PHEV,2024,101937,P,05,9E,['S01'],[1],"['F01', 'P01']",604.95,3.3,['B5'],495.51,101782,C,D095,A,ACP,"MAZDA_CX_70_PHEV purchased in 2024; 05 leads to 9E; ['S01'] used in ['F01', 'P01']; ODO 101782->101937 logically increases"
MAZDA_CX_30,2025,53647,K,02,9B,['E01'],[2],['H01'],869.88,9,['K1'],78.07,53379,W,D092,R,BAT,MAZDA_CX_30 purchased in 2025; 02 leads to 9B; ['E01'] used in ['H01']; ODO 53379->53647 logically increases
MAZDA_MX_5_MIATA_RF,2022,140943,K,60,9E,"['S01', 'H01']","[2, 2]","['H05', 'F01']",2499.6,7.7,['F1'],288.8,140490,C,D007,A,ACP,"MAZDA_MX_5_MIATA_RF purchased in 2022; 60 leads to 9E; ['S01', 'H01'] used in ['H05', 'F01']; ODO 140490->140943 logically increases"
MAZDA_CX_50,2024,16856,A,97,8Z,['S01'],[1],"['P01', 'F02']",162.04,2,"['E9', 'D1']",182.11,16707,C,D075,R,NPF,"MAZDA_CX_50 purchased in 2024; 97 leads to 8Z; ['S01'] used in ['P01', 'F02']; ODO 16707->16856 logically increases"
MAZDA_MX_5_MIATA_RF,2023,125717,P,95,9E,"['E01', 'L01']","[1, 2]",['P01'],217.96,8.8,"['D1', 'C1']",283.96,125635,W,D086,A,ACP,"MAZDA_MX_5_MIATA_RF purchased in 2023; 95 leads to 9E; ['E01', 'L01'] used in ['P01']; ODO 125635->125717 logically increases"
MAZDA_CX_30,2021,40642,A,73,81,['H01'],[2],['P01'],1283.69,1.1,['F1'],233.9,40509,C,D016,R,BRV,MAZDA_CX_30 purchased in 2021; 73 leads to 81; ['H01'] used in ['P01']; ODO 40509->40642 logically increases
MAZDA_CX_70_PHEV,2024,20450,P,76,9B,"['H01', 'S01']","[2, 1]","['W01', 'N01']",1820.19,1.5,"['K1', 'E9']",209.13,20281,C,D114,R,RNT,"MAZDA_CX_70_PHEV purchased in 2024; 76 leads to 9B; ['H01', 'S01'] used in ['W01', 'N01']; ODO 20281->20450 logically increases"
MAZDA_CX_70,2025,61930,A,39,9B,['H01'],[2],"['F01', 'P01']",1638.81,1.7,"['B5', 'E9']",380.25,61813,C,D027,A,ACP,"MAZDA_CX_70 purchased in 2025; 39 leads to 9B; ['H01'] used in ['F01', 'P01']; ODO 61813->61930 logically increases"
MAZDA_CX_90_PHEV,2024,26594,A,63,9F,['E01'],[2],['W01'],2015.65,8.7,"['D1', 'E9']",90.55,26310,W,D088,R,BRV,MAZDA_CX_90_PHEV purchased in 2024; 63 leads to 9F; ['E01'] used in ['W01']; ODO 26310->26594 logically increases
MAZDA_CX_5,2021,118238,K,74,9C,"['E02', 'S01']","[1, 2]",['H05'],2414.35,1.6,"['K1', '']",43.29,117855,W,D090,A,ACP,"MAZDA_CX_5 purchased in 2021; 74 leads to 9C; ['E02', 'S01'] used in ['H05']; ODO 117855->118238 logically increases"
MAZDA_CX_50_HYBRID,2025,47738,R,57,8W,"['E01', 'H01']","[1, 2]",['P01'],883.62,7.1,"['A1', 'E9']",134.89,47242,C,D079,R,SUB,"MAZDA_CX_50_HYBRID purchased in 2025; 57 leads to 8W; ['E01', 'H01'] used in ['P01']; ODO 47242->47738 logically increases"
MAZDA_MX_5_MIATA_RF,2023,146574,R,69,8W,['L01'],[2],['H01'],2166.51,6,['K1'],171.77,146196,W,D055,R,LOP,MAZDA_MX_5_MIATA_RF purchased in 2023; 69 leads to 8W; ['L01'] used in ['H01']; ODO 146196->146574 logically increases
MAZDA_CX_70_PHEV,2025,57949,A,82,9E,['B01'],[1],['W01'],1202,1.7,['C1'],437.82,57592,W,D134,A,ACP,MAZDA_CX_70_PHEV purchased in 2025; 82 leads to 9E; ['B01'] used in ['W01']; ODO 57592->57949 logically increases
MAZDA_CX_90_PHEV,2023,47533,R,85,9B,"['L01', 'S01']","[2, 2]","['F01', 'H05']",2033.52,4.3,['B5'],377.03,47321,T,D135,R,TSB,"MAZDA_CX_90_PHEV purchased in 2023; 85 leads to 9B; ['L01', 'S01'] used in ['F01', 'H05']; ODO 47321->47533 logically increases"
MAZDA_MX_5_MIATA,2010,126923,K,88,9B,"['H01', 'E01']","[2, 2]",['H01'],1741.11,8.5,['K1'],282.33,126522,T,D035,A,ACP,"MAZDA_MX_5_MIATA purchased in 2010; 88 leads to 9B; ['H01', 'E01'] used in ['H01']; ODO 126522->126923 logically increases"
MAZDA_MX_5_MIATA,2011,44334,A,51,8Z,['L01'],[2],"['F01', 'H05']",388.32,3.8,['K1'],71.88,44199,W,D051,A,ACP,"MAZDA_MX_5_MIATA purchased in 2011; 51 leads to 8Z; ['L01'] used in ['F01', 'H05']; ODO 44199->44334 logically increases"
MAZDA_MX_5_MIATA,2009,52220,A,22,9C,['E01'],[1],"['N01', 'H05']",967.05,8.5,['K1'],34.42,51738,T,D057,A,ACP,"MAZDA_MX_5_MIATA purchased in 2009; 22 leads to 9C; ['E01'] used in ['N01', 'H05']; ODO 51738->52220 logically increases"
MAZDA_CX_90,2025,101588,R,74,8W,"['T01', 'E01']","[1, 1]",['H05'],1668.32,4.4,"['K1', 'A1']",273.62,101140,T,D027,R,PGM,"MAZDA_CX_90 purchased in 2025; 74 leads to 8W; ['T01', 'E01'] used in ['H05']; ODO 101140->101588 logically increases"
MAZDA_CX_50_HYBRID,2025,131305,R,65,9B,['E01'],[2],"['H01', 'W01']",341.79,6.2,['B5'],300.55,131097,W,D060,A,ACP,"MAZDA_CX_50_HYBRID purchased in 2025; 65 leads to 9B; ['E01'] used in ['H01', 'W01']; ODO 131097->131305 logically increases"
MAZDA_CX_90,2024,117343,R,81,8W,"['B01', 'L01']","[1, 2]",['F02'],2394.2,6.2,"['K1', 'E9']",439.42,117125,T,D114,A,ACP,"MAZDA_CX_90 purchased in 2024; 81 leads to 8W; ['B01', 'L01'] used in ['F02']; ODO 117125->117343 logically increases"
MAZDA_CX_5,2014,103898,A,22,9C,"['B01', 'T01']","[2, 1]",['H01'],2496.51,1.1,"['E9', 'A1']",320.97,103754,W,D114,R,TML,"MAZDA_CX_5 purchased in 2014; 22 leads to 9C; ['B01', 'T01'] used in ['H01']; ODO 103754->103898 logically increases"
MAZDA3_SEDAN,2014,40496,P,46,9E,"['E01', 'T01']","[1, 2]",['F01'],505.49,8.5,['D1'],398.58,40155,W,D067,R,FIN,"MAZDA3_SEDAN purchased in 2014; 46 leads to 9E; ['E01', 'T01'] used in ['F01']; ODO 40155->40496 logically increases"
MAZDA_CX_30,2025,145848,K,55,9F,['S01'],[2],"['H01', 'H05']",1654.13,4.5,[''],0,145401,C,D096,R,DSA,"MAZDA_CX_30 purchased in 2025; 55 leads to 9F; ['S01'] used in ['H01', 'H05']; ODO 145401->145848 logically increases"
MAZDA_CX_90_PHEV,2024,16709,P,6X,81,"['E02', 'E01']","[1, 1]","['P01', 'H05']",1929.41,9.9,[''],0,16614,C,D096,R,DUP,"MAZDA_CX_90_PHEV purchased in 2024; 6X leads to 81; ['E02', 'E01'] used in ['P01', 'H05']; ODO 16614->16709 logically increases"
MAZDA_CX_90,2024,27695,K,06,8W,['S01'],[1],"['F01', 'W01']",2405.8,5.7,"['C1', 'A1']",364.12,27292,W,D150,A,ACP,"MAZDA_CX_90 purchased in 2024; 06 leads to 8W; ['S01'] used in ['F01', 'W01']; ODO 27292->27695 logically increases"
MAZDA_MX_5_MIATA_RF,2018,50312,K,57,9E,['H01'],[2],['H01'],486.29,3.9,['F1'],253.12,50244,T,D044,R,QTY,MAZDA_MX_5_MIATA_RF purchased in 2018; 57 leads to 9E; ['H01'] used in ['H01']; ODO 50244->50312 logically increases
MAZDA_CX_70,2025,60904,A,12,8Z,['B01'],[2],['W01'],725.21,2.4,['A1'],122.84,60439,W,D017,R,APL,MAZDA_CX_70 purchased in 2025; 12 leads to 8Z; ['B01'] used in ['W01']; ODO 60439->60904 logically increases
MAZDA_CX_70,2024,59237,K,02,9E,"['L01', 'H01']","[2, 1]",['F01'],1567.73,2.6,"['K1', 'C1']",300.59,59175,C,D074,R,PID,"MAZDA_CX_70 purchased in 2024; 02 leads to 9E; ['L01', 'H01'] used in ['F01']; ODO 59175->59237 logically increases"
MAZDA_CX_70,2025,79911,P,69,8W,['E02'],[1],['F02'],2159.53,8.6,['F1'],314.35,79547,W,D103,A,ACP,MAZDA_CX_70 purchased in 2025; 69 leads to 8W; ['E02'] used in ['F02']; ODO 79547->79911 logically increases
MAZDA_CX_50_HYBRID,2025,28509,P,93,9D,['H01'],[2],"['H01', 'N01']",1496.17,5,[''],0,28319,C,D045,R,BAT,"MAZDA_CX_50_HYBRID purchased in 2025; 93 leads to 9D; ['H01'] used in ['H01', 'N01']; ODO 28319->28509 logically increases"
MAZDA_CX_30,2025,137159,P,75,8Z,['T01'],[1],['F02'],77.93,8.4,[''],0,136664,C,D146,A,ACP,MAZDA_CX_30 purchased in 2025; 75 leads to 8Z; ['T01'] used in ['F02']; ODO 136664->137159 logically increases
MAZDA_CX_70_PHEV,2025,142181,R,56,9F,['E02'],[2],"['P01', 'H01']",1305.44,4.6,"['E9', 'K1']",482.09,142002,T,D101,R,TSB,"MAZDA_CX_70_PHEV purchased in 2025; 56 leads to 9F; ['E02'] used in ['P01', 'H01']; ODO 142002->142181 logically increases"
MAZDA_CX_5,2020,135678,P,88,9D,"['E01', 'T01']","[2, 1]",['H01'],684.76,1.8,"['E9', 'B5']",494.93,135624,C,D063,R,LOP,"MAZDA_CX_5 purchased in 2020; 88 leads to 9D; ['E01', 'T01'] used in ['H01']; ODO 135624->135678 logically increases"
MAZDA_MX_5_MIATA_RF,2024,45086,R,49,9A,['S01'],[2],['H05'],1091.5,9.3,"['A1', '']",450.5,44684,C,D135,R,DCO,MAZDA_MX_5_MIATA_RF purchased in 2024; 49 leads to 9A; ['S01'] used in ['H05']; ODO 44684->45086 logically increases
MAZDA_CX_5,2021,94601,A,60,8W,['S01'],[1],['F02'],1381.48,5.7,"['', 'E9']",0,94485,C,D080,R,DOC,MAZDA_CX_5 purchased in 2021; 60 leads to 8W; ['S01'] used in ['F02']; ODO 94485->94601 logically increases
MAZDA_CX_50,2023,103083,P,32,81,['E02'],[2],"['P01', 'N01']",2104.17,8.6,['D1'],333.55,102944,C,D047,A,ACP,"MAZDA_CX_50 purchased in 2023; 32 leads to 81; ['E02'] used in ['P01', 'N01']; ODO 102944->103083 logically increases"
MAZDA_CX_90,2024,36907,K,55,9D,"['H01', 'L01']","[1, 1]",['F02'],500.54,8.2,"['E9', 'D1']",187.88,36411,W,D003,A,ACP,"MAZDA_CX_90 purchased in 2024; 55 leads to 9D; ['H01', 'L01'] used in ['F02']; ODO 36411->36907 logically increases"
MAZDA_CX_50_HYBRID,2025,142043,R,83,8Z,['T01'],[1],"['W01', 'F01']",1239.27,8,"['E9', 'D1']",225.57,141773,T,D117,A,ACP,"MAZDA_CX_50_HYBRID purchased in 2025; 83 leads to 8Z; ['T01'] used in ['W01', 'F01']; ODO 141773->142043 logically increases"
MAZDA3_SEDAN,2015,55264,A,15,9B,['H01'],[2],['F01'],200.32,8,[''],0,55118,W,D055,A,ACP,MAZDA3_SEDAN purchased in 2015; 15 leads to 9B; ['H01'] used in ['F01']; ODO 55118->55264 logically increases
MAZDA_MX_5_MIATA_RF,2018,90340,R,96,9A,['E01'],[2],"['W01', 'F01']",2021.1,3.8,"['C1', 'K1']",386.58,90239,T,D041,A,ACP,"MAZDA_MX_5_MIATA_RF purchased in 2018; 96 leads to 9A; ['E01'] used in ['W01', 'F01']; ODO 90239->90340 logically increases"
MAZDA_CX_30,2020,20410,K,18,9E,['E02'],[2],['P01'],1159.25,4.2,['A1'],401.79,19977,W,D113,A,ACP,MAZDA_CX_30 purchased in 2020; 18 leads to 9E; ['E02'] used in ['P01']; ODO 19977->20410 logically increases
MAZDA_CX_70_PHEV,2025,42062,R,29,9C,['T01'],[1],['F02'],1239.96,9.1,"['E9', 'C1']",498.72,41805,W,D065,R,DSA,MAZDA_CX_70_PHEV purchased in 2025; 29 leads to 9C; ['T01'] used in ['F02']; ODO 41805->42062 logically increases
MAZDA_CX_50_HYBRID,2025,10001,R,96,81,['S01'],[2],['H01'],1372.99,9.2,"['', 'B5']",0,9656,W,D105,A,ACP,MAZDA_CX_50_HYBRID purchased in 2025; 96 leads to 81; ['S01'] used in ['H01']; ODO 9656->10001 logically increases
MAZDA_MX_5_MIATA,2020,68851,P,95,9D,['E01'],[2],"['H05', 'F02']",1684.09,3.3,"['B5', 'K1']",376.5,68393,C,D105,R,ATH,"MAZDA_MX_5_MIATA purchased in 2020; 95 leads to 9D; ['E01'] used in ['H05', 'F02']; ODO 68393->68851 logically increases"
MAZDA_CX_50_HYBRID,2025,25328,A,50,9A,"['S01', 'E02']","[1, 2]",['H01'],1568.44,5.2,"['E9', 'A1']",146.35,25151,W,D052,R,RNT,"MAZDA_CX_50_HYBRID purchased in 2025; 50 leads to 9A; ['S01', 'E02'] used in ['H01']; ODO 25151->25328 logically increases"
MAZDA_CX_90_PHEV,2024,39542,K,65,8W,"['T01', 'S01']","[1, 2]",['H05'],2094.74,7.4,"['B5', 'A1']",47.09,39218,T,D150,R,TSB,"MAZDA_CX_90_PHEV purchased in 2024; 65 leads to 8W; ['T01', 'S01'] used in ['H05']; ODO 39218->39542 logically increases"
MAZDA_MX_5_MIATA_RF,2019,116559,R,53,9D,['H01'],[2],['W01'],811.87,3.8,['K1'],242.58,116230,C,D076,A,ACP,MAZDA_MX_5_MIATA_RF purchased in 2019; 53 leads to 9D; ['H01'] used in ['W01']; ODO 116230->116559 logically increases
MAZDA3_SEDAN,2023,61388,A,11,9B,['E01'],[2],"['F02', 'F01']",869.84,9.6,['A1'],158.18,61104,W,D134,R,TSB,"MAZDA3_SEDAN purchased in 2023; 11 leads to 9B; ['E01'] used in ['F02', 'F01']; ODO 61104->61388 logically increases"
MAZDA_CX_70,2025,118535,A,37,9E,['T01'],[2],['H01'],1451.79,4.9,"['C1', 'F1']",414.82,118107,T,D115,R,MSC,MAZDA_CX_70 purchased in 2025; 37 leads to 9E; ['T01'] used in ['H01']; ODO 118107->118535 logically increases
MAZDA_CX_70_PHEV,2024,56452,P,34,9B,['S01'],[1],"['H05', 'F01']",809.16,1.4,['K1'],145.43,56378,T,D045,R,BAT,"MAZDA_CX_70_PHEV purchased in 2024; 34 leads to 9B; ['S01'] used in ['H05', 'F01']; ODO 56378->56452 logically increases"
MAZDA_MX_5_MIATA_RF,2021,91684,R,70,9F,['E02'],[2],['F02'],2330.67,5.4,['A1'],482.64,91455,T,D043,A,ACP,MAZDA_MX_5_MIATA_RF purchased in 2021; 70 leads to 9F; ['E02'] used in ['F02']; ODO 91455->91684 logically increases
MAZDA_MX_5_MIATA_RF,2024,60183,P,92,9A,['E01'],[1],['F01'],719,7.8,"['C1', '']",99,59842,T,D027,R,PGM,MAZDA_MX_5_MIATA_RF purchased in 2024; 92 leads to 9A; ['E01'] used in ['F01']; ODO 59842->60183 logically increases
MAZDA_CX_30,2021,100164,R,28,9B,"['L01', 'T01']","[1, 2]","['F02', 'P01']",521.86,8.8,"['C1', 'B5']",396.89,99853,T,D021,A,ACP,"MAZDA_CX_30 purchased in 2021; 28 leads to 9B; ['L01', 'T01'] used in ['F02', 'P01']; ODO 99853->100164 logically increases"
MAZDA_CX_50,2022,149569,A,88,9B,['B01'],[2],['N01'],1346.96,1.9,"['B5', 'E9']",323.15,149424,C,D144,A,ACP,MAZDA_CX_50 purchased in 2022; 88 leads to 9B; ['B01'] used in ['N01']; ODO 149424->149569 logically increases
MAZDA_CX_50,2023,102355,R,16,8Z,['E02'],[2],['W01'],1533.57,0.9,"['B5', 'C1']",163.5,101920,T,D070,A,ACP,MAZDA_CX_50 purchased in 2023; 16 leads to 8Z; ['E02'] used in ['W01']; ODO 101920->102355 logically increases
MAZDA_MX_5_MIATA_RF,2025,73921,K,36,9D,['B01'],[1],['F01'],995.59,1.2,['E9'],35.11,73448,C,D033,R,DOC,MAZDA_MX_5_MIATA_RF purchased in 2025; 36 leads to 9D; ['B01'] used in ['F01']; ODO 73448->73921 logically increases
MAZDA_MX_5_MIATA,2018,128964,A,04,8Z,['L01'],[1],"['H05', 'H01']",2388.22,0.9,['D1'],372.25,128684,W,D041,A,ACP,"MAZDA_MX_5_MIATA purchased in 2018; 04 leads to 8Z; ['L01'] used in ['H05', 'H01']; ODO 128684->128964 logically increases"
MAZDA_CX_90_PHEV,2024,65043,R,67,9E,['B01'],[1],"['H05', 'P01']",334.03,2.9,"['E9', '']",267.33,64556,W,D125,R,DSA,"MAZDA_CX_90_PHEV purchased in 2024; 67 leads to 9E; ['B01'] used in ['H05', 'P01']; ODO 64556->65043 logically increases"
MAZDA_CX_30,2024,69852,K,67,8Z,['E01'],[2],['P01'],1215.93,9.8,"['A1', 'D1']",49.93,69730,W,D076,R,SUB,MAZDA_CX_30 purchased in 2024; 67 leads to 8Z; ['E01'] used in ['P01']; ODO 69730->69852 logically increases
MAZDA3_SEDAN,2015,81860,R,01,8Z,['E02'],[2],"['N01', 'W01']",2152.96,2.9,"['F1', 'K1']",464.9,81625,W,D055,R,TML,"MAZDA3_SEDAN purchased in 2015; 01 leads to 8Z; ['E02'] used in ['N01', 'W01']; ODO 81625->81860 logically increases"
MAZDA_CX_90,2025,146296,R,48,8W,"['L01', 'B01']","[1, 2]",['W01'],1151.74,4,['D1'],398.12,145974,T,D109,A,ACP,"MAZDA_CX_90 purchased in 2025; 48 leads to 8W; ['L01', 'B01'] used in ['W01']; ODO 145974->146296 logically increases"
MAZDA3_SEDAN,2023,28061,R,22,8W,['T01'],[2],"['F02', 'P01']",1872.8,0.7,['B5'],313.4,27722,C,D071,R,DSA,"MAZDA3_SEDAN purchased in 2023; 22 leads to 8W; ['T01'] used in ['F02', 'P01']; ODO 27722->28061 logically increases"
